	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ES.RNA.juv.f.1.SmLE.PZQ.ES.RNA.juv.f.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ES.RNA.adu.f.1.SmLE.PZQ.ES.RNA.adu.f.1_rsem.isoforms.results_Mean	GFF_annotation	HHPred_annotation
transcript:Smp_001560.1	0	1	12.5711016374662	12.7413155272141	373.853117508847	29.3325837159684	E3 ubiquitin-protein ligase Zswim2	Zinc finger SWIM domain-containing protein 2
transcript:Smp_001590.1	0	1	0.486254986332864	0.486068458253103	577.845805280436	1188.82625437703	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	Conserved hypothetical protein
transcript:Smp_001610.1	0	1	9.8465092417921	9.94571451198963	382.807533203002	38.4807019743541	Radial spoke head protein 9 homolog	Periplasmic protein related to spheroblast format
transcript:Smp_001780.1	0	1	5.78632539648159	5.92333772273701	89.3056814027102	15.0686069583485	Major facilitator superfamily domain-containing protein 6	DI-OR tripeptide\:H+ symporter
transcript:Smp_001780.2	0.000148231070982607	0.999851768929017	3.1473740213256	3.17330751566311	113.406817548098	35.7308845465762	Major facilitator superfamily domain-containing protein 6	Melibiose carrier protein
transcript:Smp_001780.3	0	1	28.0816819933863	28.7579053603546	497.110131536569	17.2763817898884	Major facilitator superfamily domain-containing protein 6	Nitrate transporter 1.1
transcript:Smp_001830.1	0	1	0.193483952700882	0.19346025621972	2842.09129349567	14690.869403508	60S ribosomal protein L24	60S ribosomal protein L24, 60S ribosomal protein L26
transcript:Smp_001830.2	0	1	0.241628976877549	0.240060497775798	50.09053189611	208.689608474947	60S ribosomal protein L24	60S ribosomal protein L24, putative
transcript:Smp_001980.1	1.11022302462516e-16	1	4.03236148781833	4.09119259223203	91.0111955653304	22.2380837832355	Homeobox protein ceh-31	Zinc finger homeobox protein 1B
transcript:Smp_002010.1	0	1	0.243202519859937	0.242770790392455	183.678961042972	756.625346229368	Ribosomal RNA small subunit methyltransferase NEP1	Essential for mitotic growth 1
transcript:Smp_002080.1	0	1	0.344521400697161	0.344466014625077	1759.62653752895	5108.29230797708	S-adenosylmethionine synthase isoform type-2	S-adenosylmethionine synthetase isoform type-2
transcript:Smp_002180.1	0	1	0.266798147616938	0.26675255313115	1851.55284192565	6941.11509961741	Transcription factor BTF3	Transcription factor BTF3
transcript:Smp_002230.1	0	1	0.201524231818719	0.20115351496918	187.000366531243	929.679777282272	ESF1 homolog	Protein (SXL-lethal protein), RNA (5'-R(P*GP*UP*UP*GP*UP*UP*UP*UP*UP*UP*UP*U)-3
transcript:Smp_002550.1	0	1	0.274576235987352	0.274414235960004	530.388111086683	1932.8274463925	RNA-binding protein 8A	CG8781-PA, CG8781-PA protein
transcript:Smp_002600.1	0	1	11.6394166173161	11.6536935002695	3748.5688308558	321.654443188686	Lysosomal Pro-X carboxypeptidase	Lysosomal Pro-X carboxypeptidase
transcript:Smp_002600.2	8.19054823963938e-11	0.999999999918095	0.439370698046511	0.439327119423411	2439.53560864081	5552.90376467393	Lysosomal Pro-X carboxypeptidase	Lysosomal Pro-X carboxypeptidase
transcript:Smp_002640.1	0	1	2.92432314640607	2.93125179542922	351.389555535604	119.870371956974	homeobox protein SMOX-1	Maltose binding-A1 homeodomain protein chimera
transcript:Smp_003000.1	0	1	0.426306482379284	0.426065279811314	437.404122447557	1026.62639393773	Cyclin-dependent kinase 9	Cell division protein kinase 9
transcript:Smp_003140.1	0	1	2.6183643819018	2.63307879129598	124.991715101755	47.4635946052833	Sorting nexin-32	Sorting nexin-9
transcript:Smp_003230.1	0	1	13.0821237903058	13.1243044612755	1622.63955262303	123.626994052585	Endophilin-B1	SH3-containing GRB2-like protein 2
transcript:Smp_003230.2	2.83106871279415e-14	0.999999999999972	4.07961130781717	4.16399176227721	65.5867839581191	15.7433414336645	Endophilin-B1	SH3-containing GRB2-like protein 2
transcript:Smp_003280.1	7.22022441834724e-12	0.99999999999278	0.404691098688946	0.402835816263973	55.782916356347	138.490386767463	LIM/homeobox protein Lhx9	Rhombotin-2
transcript:Smp_003410.1	0	1	0.285809204339236	0.285786619954508	3900.90527363034	13649.7377532408	60S ribosomal protein L23a	60S ribosomal protein L25
transcript:Smp_003440.1	0	1	14.3934550839667	14.4911234246094	857.737601202929	59.1812425330853	Stomatin-2	PH stomatin
transcript:Smp_003700.1	0	1	0.357622719226085	0.357483468958097	711.807624697533	1991.18032489016	30S ribosomal protein S18	28S ribosomal protein S18A, mitochondrial
transcript:Smp_003930.1	0	1	3.06141171517931	3.07489230063149	202.947234031725	65.9946642902074	Intraflagellar transport protein 56	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110
transcript:Smp_003970.1	0	1	0.149350621595734	0.149313899660704	1492.93534716189	9998.69307154534	Elongation factor 1-delta	Elongation factor 1-beta
transcript:Smp_004000.1	0	1	0.20723483562539	0.206435118133717	88.320397233329	427.874548093768	Probable RNA-binding protein EIF1AD	Putative translation initiation factor EIF-1A
transcript:Smp_004000.2	0	1	0.16612114337936	0.164087768283998	29.0355972370342	177.002567973763	Probable RNA-binding protein EIF1AD	Putative translation initiation factor EIF-1A
transcript:Smp_004060.1	0	1	0.292999745170852	0.29239307042179	147.068559385475	503.006570034672	Cell division cycle protein 20 homolog	CDC20, WD repeat-containing protein SLP1
transcript:Smp_004070.1	0.00497773114263733	0.995022268857363	2.23650389603914	2.24847228286082	100.258853825117	44.5842138533018	Beta carbonic anhydrase 1	Beta-carbonic anhydrase
transcript:Smp_004080.1	0	1	0.367477698442424	0.367313778035509	611.774794329281	1665.5545143541	Mitochondrial 2-oxoglutarate/malate carrier protein	Mitochondrial uncoupling protein 2
transcript:Smp_004160.1	0	1	5.90731909466016	6.02085811556196	112.314937887753	18.6459682576525	Cilia- and flagella-associated protein 77	RPS24, 30S ribosomal protein S24E
transcript:Smp_004190.1	0	1	2.66632264476203	2.66736643013639	1838.00567391902	689.065056637435	Cationic amino acid transporter 4	Arginine/agmatine antiporter
transcript:Smp_004200.1	0	1	0.400608525918097	0.400508719304499	1038.19198876108	2592.1982060135	Desumoylating isopeptidase 2	PPPDE peptidase domain-containing protein 2
transcript:Smp_004360.1	0	1	0.457613203116308	0.457524563564474	1208.40084248367	2641.18336690736	Coiled-coil domain-containing protein 124-A	SWI/SNF-related matrix-associated actin- dependent regulator of chromatin subfamily...
transcript:Smp_004420.3	0.00594739617240159	0.994052603827598	0.440139837771369	0.439283949417295	124.019908770106	282.335642117428	Pleiotropic drug resistance protein 3	Uncharacterized protein YETJ
transcript:Smp_004440.1	0	1	9.92020100444888	10.1555490219368	166.134566798566	16.3499788095828	Cadherin-like and PC-esterase domain-containing protein 1	Polymerase subunit PA
transcript:Smp_004480.2	0.000398553807041901	0.999601446192958	0.467632595364663	0.467434463950241	542.112568432698	1159.77305033667	Protein Red	Mediator of RNA polymerase II transcription subunit 8
transcript:Smp_004630.1	1.6724352902564e-08	0.999999983275647	0.256811734258548	0.256302202153996	161.350885606259	629.562763129468	UDP-N-acetylglucosamine transporter	Multidrug transporter EMRE
transcript:Smp_004630.2	5.45743561453094e-10	0.999999999454256	0.363164391662972	0.361250181247389	51.8657487076288	143.59061641631	CMP-sialic acid transporter	Protein EMRE
transcript:Smp_004690.1	0	1	8.89878794629797	9.09959620684112	154.486854559926	16.9684297069989	E3 ubiquitin-protein ligase KCMF1	Dystrobrevin alpha
transcript:Smp_004690.2	0	1	6.04519455556035	6.09297653324797	277.681088644739	45.5656044897666	E3 ubiquitin-protein ligase KCMF1	Dystrobrevin alpha
transcript:Smp_004710.1	0	1	15.6625989070504	15.7758209267705	881.831768020972	55.8883124944417	Mu-conotoxin-like PnMKLT1-014	30S ribosomal protein S10
transcript:Smp_004730.1	0	1	6.40058406235736	6.45092419832968	298.711805329655	46.2968230451387	high voltage-activated calcium channel cav2b	Navrh, ION transport protein
transcript:Smp_004820.1	0	1	0.428494144775906	0.428375958513297	894.113304589987	2087.22969406008	Signal peptidase complex subunit 1	Villin
transcript:Smp_004940.1	0	1	0.238600902586059	0.238546367173041	1437.5474130359	6026.3128070587	60S ribosomal protein L35	FI02809P, 60S ribosomal protein L35
transcript:Smp_004990.1	0	1	0.428967554603792	0.42893758907992	3528.17750175909	8225.39992345092	T-complex protein 1 subunit zeta	T-complex protein 1 subunit zeta
transcript:Smp_005080.1	4.04530301981731e-05	0.999959546969802	0.419268066951441	0.416390773768734	36.2653264259181	87.1084683022435	Probable 28S rRNA (cytosine-C(5))-methyltransferase	Methyltransferase
transcript:Smp_005080.2	0	1	0.438655074167954	0.438411668160453	436.404581694776	995.434723280161	Probable 28S rRNA (cytosine-C(5))-methyltransferase	Methyltransferase
transcript:Smp_005140.1	1.61631201089918e-07	0.999999838368799	0.243023082973449	0.229796983934972	5.66693381169108	24.6941267229928	Hemicentin-1	Thrombospondin 1
transcript:Smp_005190.1	0	1	9.85044882139593	9.90309404026541	718.60437918078	72.554632453144	Mitogen-activated protein kinase kinase kinase kinase 5	Serine/threonine-protein kinase 3
transcript:Smp_005230.1	0	1	2.59292748867094	2.59347477458875	3258.22498002496	1256.31028965526	Calumenin-B	Hypothetical protein LOC449832
transcript:Smp_005280.1	0	1	0.282632139745907	0.28241773355597	407.853836301811	1444.17635177872	Ubiquitin carboxyl-terminal hydrolase 10-A	Ubiquitin carboxyl-terminal hydrolase 14
transcript:Smp_005330.3	1.29599745719577e-05	0.999987040025428	0.438552684394265	0.43714065043323	75.0146023281585	171.615773658444	Methionine--tRNA ligase, mitochondrial	Methionyl-tRNA synthetase
transcript:Smp_005500.1	1.78301995390484e-09	0.99999999821698	0.495528350441477	0.495328907572246	540.78238292071	1091.77441769388	Putative polypeptide N-acetylgalactosaminyltransferase 9	Polypeptide N-acetylgalactosaminyltransferase 1
transcript:Smp_005520.1	3.24528847484018e-06	0.999996754711525	0.465272871283914	0.465064526778663	515.197316509118	1107.80899466248	Zinc finger protein 583	AART
transcript:Smp_005720.1	0	1	21.1059444442497	21.149419984606	4221.77965651192	199.60727837382	Aquaporin-3	Glycerol uptake facilitator protein
transcript:Smp_005790.1	0	1	3.27981477056295	3.2891489850397	346.745991182508	105.414227591905	Guanine nucleotide-binding protein G(q) subunit alpha	GS-alpha
transcript:Smp_005790.2	0	1	2.64422697513685	2.64625760687093	924.861421233461	349.491658051756	Guanine nucleotide-binding protein G(q) subunit alpha	GS-alpha
transcript:Smp_005880.1	0	1	4.28371863516374	4.28746628105896	1621.52656633709	378.193922792504	phosphoenolpyruvate carboxykinase	Phosphoenolpyruvate carboxykinase, cytosolic [GTP
transcript:Smp_005910.1	0	1	2.76644896005937	2.76977118173472	635.664834563693	229.494458258378	Protein tyrosine phosphatase type IVA 3	Protein tyrosine phosphatase type IVA, member 1
transcript:Smp_005960.1	0	1	10.9346554389194	11.3885511340474	107.582961551248	9.43746704693513	Hypothetical protein	T-cell surface glycoprotein CD4
transcript:Smp_006000.1	0	1	0.360670430378832	0.360549107135391	820.084395692282	2274.56059097452	Eukaryotic translation initiation factor 3 subunit I	Eukaryotic translation initiation factor 3 subuni
transcript:Smp_006550.1	0	1	0.300556769141183	0.300504626854457	1739.92170380339	5790.02299222442	Glutaredoxin-3	Thioredoxin-like protein 2
transcript:Smp_006630.2	0	1	0.000425298964009397	9.63406247784206e-06	0	1037.97371901776	Myb-binding protein 1A	Cyclic 3',5'-AMP specific phosphodiesterase RD1
transcript:Smp_006680.1	0	1	0.345240272258176	0.345131489048071	896.640747031608	2597.98750380563	Programmed cell death protein 10	Programmed cell death protein 10
transcript:Smp_006680.2	3.55893619019554e-08	0.999999964410638	0.187839338663758	0.187192085466027	101.375037949098	541.59963962068	Programmed cell death protein 10	Programmed cell death protein 10
transcript:Smp_006700.2	0	1	0.412958317695267	0.41236086179472	174.877658545105	424.1031366928	Zinc finger protein 106	SIR4-interacting protein SIF2
transcript:Smp_006730.1	0	1	2.42011984787588	2.42096635583552	1753.06842770706	724.113416040635	DNA damage-regulated autophagy modulator protein 1	FGF-19, fibroblast growth factor-19
transcript:Smp_006750.1	4.9109632151989e-06	0.999995089036785	0.332969756488402	0.329113835710409	24.5643592834629	74.6582655574716	DNA damage-regulated autophagy modulator protein 1	Hypothetical protein AT5G08430
transcript:Smp_006750.2	0	1	2.21858940317555	2.2207031333207	552.597788645978	248.833611896761	DNA damage-regulated autophagy modulator protein 2	Putative protein-disulfide isomerase
transcript:Smp_006810.1	0	1	3.36170332399219	3.36351365216535	1893.98952537184	563.091482924717	LIM domain transcription factor LMO4-B	Rhombotin-2
transcript:Smp_006850.1	0	1	0.187734839610558	0.187627965948409	615.511667484798	3280.53330479735	DNA-directed RNA polymerases I, II, and III subunit RPABC3	DNA-directed RNA polymerases I, II, and III 17.1 kDa polypeptide
transcript:Smp_006860.1	0	1	8.66231161078109	8.87743945906122	136.470164129397	15.3638208814357	PDZ and LIM domain protein Zasp	PDZ and LIM domain protein 1
transcript:Smp_006860.2	0	1	7.33873949651589	7.34635747622501	2638.46990063003	359.144847714522	PDZ and LIM domain protein Zasp	PDZ and LIM domain protein 1
transcript:Smp_006860.3	0	1	5.65877620070193	5.66576693912845	1629.75933514383	287.642025339845	PDZ and LIM domain protein Zasp	PDZ and LIM domain protein 1
transcript:Smp_007000.1	0	1	0.211370793763881	0.209940529285657	49.9556374260135	237.989006652153	DNA replication complex GINS protein PSF1	DNA replication complex GINS protein PSF1
transcript:Smp_007070.1	0	1	3.84165372340674	3.8726720235988	153.127840535817	39.5331990115984	Neuropeptide F receptor	Neurotensin receptor type 1, lysozyme chimera
transcript:Smp_007180.2	1.11022302462516e-16	1	2.81895879820144	2.82435993320616	410.549883280308	145.353867562817	Calcium homeostasis endoplasmic reticulum protein	Splicing factor 4
transcript:Smp_007210.2	0	1	2.57080525084011	2.57247608900208	1043.8877113416	405.784913237291	Rab GTPase-activating protein 1	Rabgap1L, RAB GTPase-activating protein 1-like
transcript:Smp_007270.1	0	1	2.57651453407764	2.57795582943957	1217.12598343628	472.122210155394	Smoothelin-like protein 1	Smoothelin splice isoform L2
transcript:Smp_007290.2	0	1	3.30388782899945	3.32051169044962	198.623764666467	59.8102274781241	Carbohydrate deacetylase	UPF0249 protein EF_3048
transcript:Smp_007330.1	1.93067783982315e-13	0.999999999999807	4.71188055739032	4.72151162303888	785.441463392676	166.345931341993	Hypothetical protein	CAMP-dependent protein kinase type II-beta regulatory subunit, CAMP-dependent protein kinase catalytic subunit alpha
transcript:Smp_007380.1	0	1	0.424441469720324	0.424176811413574	398.160911031541	938.680895677753	UPF0428 protein CXorf56 homolog	Putative uncharacterized protein
transcript:Smp_007450.1	0	1	2.3036823189346	2.30828987199757	281.899957700556	122.11935694103	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3	Putative thiosulfate sulfurtransferase YOR285W
transcript:Smp_007450.2	0	1	2.0308309253147	2.03259499654982	512.663433622104	252.216062984672	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3	Putative thiosulfate sulfurtransferase YOR285W
transcript:Smp_007540.2	0	1	0.454368179722382	0.453894731701668	225.778161195158	497.436093610009	Exosome complex component CSL4	3'-5' exoribonuclease CSL4 homolog
transcript:Smp_007650.1	0	1	4.25579167148591	4.2569990858795	4954.74810090867	1163.89865982181	Glycogen debranching enzyme	Periplasmic trehalase
transcript:Smp_007670.1	0	1	0.0658202453636307	0.0656303601807613	139.357914716472	2123.51811004877	Inversin-A	Ankyrin
transcript:Smp_007690.1	1.11022302462516e-16	1	8.36149646340079	8.83774533090651	58.9547246636825	6.66191941563158	Tyrosine 3-monooxygenase	Tyroh, tyrosine hydroxylase
transcript:Smp_007710.1	0	1	4.38931318787764	4.39981393861802	612.967175203112	139.308885697164	Rapamycin-insensitive companion of mTOR	Cyclin-dependent kinase 5 activator 1
transcript:Smp_007710.3	0	1	0.274274307778702	0.273319258968475	89.6370092269993	327.983751941715	Hypothetical protein	ATP-dependent RNA helicase A
transcript:Smp_007760.1	0	1	8.57265837304685	8.59814604354382	1102.65014818135	128.233942658932	Alanine aminotransferase 2	Alanine aminotransferase 2
transcript:Smp_007900.1	0	1	0.238227981479964	0.238201230213723	2927.8028521777	12291.3322804356	60S ribosomal protein L23	50S ribosomal protein L14P
transcript:Smp_007960.1	0	1	0.236031932528652	0.23593154702987	775.002809834899	3284.89538714087	4-hydroxyphenylpyruvate dioxygenase-like protein	4-hydroxyphenylpyruvate dioxygenase
transcript:Smp_007960.3	0.00359678241328654	0.996403217586713	0.116647950668129	0.109801872304014	6.10533624023108	55.6842801785679	4-hydroxyphenylpyruvate dioxygenase-like protein	4-hydroxyphenylpyruvate dioxygenase
transcript:Smp_007970.1	0	1	0.420368435720026	0.420087834995113	374.550507079962	891.614264921452	Ribosome maturation protein SBDS	Ribosome maturation protein SBDS
transcript:Smp_008070.1	0	1	0.32628050519762	0.326263305156712	5516.14557459341	16907.0570449558	Thioredoxin-2	Thioredoxin
transcript:Smp_008140.1	0	1	0.376164898845346	0.375610003147531	182.25959974432	485.252900926333	Ribosome-recycling factor	Ribosomal RNA-processing protein 7
transcript:Smp_008220.2	0.039877973651228	0.960122026348772	0.338388746264455	0.332694537729833	16.6752925904878	50.1419883805163	Protein S-acyltransferase 21	Lectin
transcript:Smp_008220.3	5.28348476080964e-11	0.999999999947165	0.354015541996207	0.352316370930579	57.80445411415	164.088119997784	Probable palmitoyltransferase ZDHHC11	Phosphatidylinositol-3-phosphate binding FYVE domain of protein VPS27
transcript:Smp_008440.1	0	1	0.306260208581875	0.306117988450961	644.519830697079	2105.48479290182	DNA-directed RNA polymerases I, II, and III subunit RPABC5	DNA-directed RNA polymerases I, II, and III 8.3 K polypeptide
transcript:Smp_008490.1	0	1	3.47791395374304	3.48045481971444	1465.0624617189	420.932818570794	Glycogenin-1	Glycogenin-1
transcript:Smp_008545.1	0	1	0.424387261092584	0.424373483621536	7652.92050923947	18033.469481165	heat shock protein 60	Groel protein
transcript:Smp_008610.1	5.20694598549198e-14	0.999999999999948	2.36350311982827	2.36396348703393	3022.10621905238	1278.40070119244	Plancitoxin-1	Cytochrome B559 subunit alpha
