	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.f.1.SmLE.PZQ.ER.RNA.juv.f.1_rsem.isoforms.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.f.1.SmLE.PZQ.ER.RNA.adu.f.1_rsem.isoforms.results_Mean	GFF_annotation	HHPred_annotation
transcript:Smp_000580.1	0	1	8.25235129018623	8.37780257035125	236.812706546106	28.2578786659659	Coiled-coil domain-containing protein 63	Seryl-tRNA synthetase
transcript:Smp_000600.1	0	1	0.467739736020827	0.467515659635429	543.007218404668	1161.4852509358	Notchless protein homolog 1	RSA4, ribosome assembly protein 4
transcript:Smp_000600.2	9.96647209206003e-13	0.999999999999003	0.29962858681268	0.298377096471615	81.6399412029095	273.63681193175	Notchless protein homolog 1	RSA4, ribosome assembly protein 4
transcript:Smp_000650.3	0	1	65.0620776598439	107.101864324224	79.7944355807902	0.73512648387896	E3 ubiquitin-protein ligase sina	E3 ubiquitin-protein ligase SIAH1
transcript:Smp_000660.1	0	1	0.326585267572803	0.326566551413503	5745.47987958361	17593.616336546	ornithine aminotransferase	Ornithine aminotransferase
transcript:Smp_000790.1	0	1	6.51251954057266	6.55520888527042	413.900718229425	63.1322622030372	Actin-binding LIM protein 1	Flinc4, fusion protein of LMO4 protein and LIM domain- binding protein 1
transcript:Smp_000810.1	0	1	0.345529730442787	0.34524233195001	384.421495912729	1113.50204744033	Putative deoxyribonuclease TATDN1	3'-5'-exonuclease
transcript:Smp_000820.1	0	1	15.9203210780827	15.9663255211006	2532.04336806085	158.577106639819	DNA polymerase alpha catalytic subunit	Hepatitis B virus X-interacting protein
transcript:Smp_000820.2	0	1	10.7562482905517	11.8801094317601	50.4189718455617	4.23482384907545	UPF0753 protein Nham_4323	Hepatitis B virus X-interacting protein
transcript:Smp_000850.1	0	1	0.338280542507617	0.338172737492871	1014.98293296639	3001.39378107146	DnaJ homolog subfamily C member 5	DNAJ homolog subfamily C member 5
transcript:Smp_000870.1	0	1	80.4204353748498	3963.90646441888	39.6290646441888	0	FYVE, RhoGEF and PH domain-containing protein 4	FYVE, rhogef and PH domain-containing protein 5
transcript:Smp_000900.1	0	1	15.147804187176	15.675385797824	205.535092820211	13.1026018505232	Cholecystokinin receptor	P2Y purinoceptor 12, soluble cytochrome B562
transcript:Smp_000910.1	1.27995392062985e-11	0.9999999999872	3.3029944393568	3.33335804289703	123.616343821501	37.0776282207168	Axonemal 84 kDa protein	Geminin
transcript:Smp_000950.1	0	1	0.0660502275295379	0.0655111606750615	55.4890653089739	847.159623268497	Putative nucleotidyltransferase MAB21L1	Cyclic GMP-AMP synthase
transcript:Smp_001000.1	8.07043321060519e-12	0.99999999999193	3.01202233854177	3.01968977761074	387.456604713801	128.303380926293	Universal stress protein MSMEG_3950/MSMEI_3859	Protein (ATP-binding domain of protein MJ0577)
transcript:Smp_001040.1	0	1	2.69106058309949	2.69132106398264	8543.53881332199	3174.47145732533	Kinesin heavy chain	Kinesin, kinesin heavy chain
transcript:Smp_001070.1	2.6701342026314e-08	0.999999973298658	15.6514129057639	17.8179118265152	58.9106215920539	3.29681968604048	2-oxoglutarate receptor 1	P2Y purinoceptor 12, soluble cytochrome B562
transcript:Smp_001080.1	0	1	3.39122369025824	3.39870783641159	530.973787730389	156.221077600071	RIIa domain-containing protein 1	CAMP-dependent protein kinase type I-beta regulat subunit
transcript:Smp_001100.1	0	1	13.328949032984	13.3442125360963	5270.51978198	394.957463814229	Fibrillin-3	Fibrillin-1
transcript:Smp_001120.1	0	1	0.40435038688667	0.403733837893231	190.715123491392	472.393117079897	39S ribosomal protein L50, mitochondrial	VAV proto-oncogene
transcript:Smp_001160.1	2.22044604925031e-16	1	2.62812339265623	2.64103674800508	162.811646405355	61.6406553830965	Sperm-associated antigen 16 protein	Platelet-activating factor acetylhydrolase IB alpha subunit
transcript:Smp_001170.1	0.0292015210886147	0.970798478911385	2.39607332248019	2.40659273642694	156.164012370445	64.8842423894771	Eukaryotic translation initiation factor 3 subunit A	Eukaryotic translation initiation factor 3 subuni
transcript:Smp_001170.2	0	1	0.398845187565303	0.398791170061839	2170.12542801418	5441.77404872322	Eukaryotic translation initiation factor 3 subunit A	Eukaryotic translation initiation factor 3 subuni
transcript:Smp_001210.1	0	1	0.246300756781059	0.245570755152853	123.966787810384	504.841596572303	Myosin IC heavy chain	Unconventional myosin-IB
transcript:Smp_001210.2	0.00182470266306056	0.998175297336939	0.475152657984472	0.474290012580162	141.092319300418	297.492193927327	Myosin-1	Unconventional myosin-IB
transcript:Smp_001410.1	0	1	0.261846068209476	0.261768647676811	1220.37790663867	4662.07584362404	Glyoxalase domain-containing protein 4	Glyoxalase domain-containing protein 4
transcript:Smp_001500.1	0	1	0.470936019965419	0.470870818345047	1868.26613348301	3967.69422097801	Eukaryotic translation initiation factor 4E	Eukaryotic translation initiation 4E
transcript:Smp_001530.1	0	1	2.59308935362622	2.59505420710586	1028.82536150298	396.450065722632	Exocyst complex component 8	Exocyst complex component EXO84
transcript:Smp_001560.1	0	1	9.14833787383806	9.25994811670932	330.559676404446	35.6888691770251	E3 ubiquitin-protein ligase Zswim2	Zinc finger SWIM domain-containing protein 2
transcript:Smp_001610.1	0	1	13.7778834854839	13.9923515220063	407.629761371958	29.1230417714882	Radial spoke head protein 9 homolog	Periplasmic protein related to spheroblast format
transcript:Smp_001780.1	0.0438143240443483	0.956185675955652	4.50911657771195	4.66490657361249	51.3695935531399	11.0040670005641	Major facilitator superfamily domain-containing protein 6	DI-OR tripeptide\:H+ symporter
transcript:Smp_001780.2	2.2197047270911e-05	0.999977802952729	3.5321905800743	3.58563915133537	83.054671747379	23.1559317186014	Major facilitator superfamily domain-containing protein 6	Melibiose carrier protein
transcript:Smp_001780.3	6.27405479569632e-07	0.99999937259452	14.735010743503	14.9657350303461	435.625463168662	29.0988584880945	Major facilitator superfamily domain-containing protein 6	Nitrate transporter 1.1
transcript:Smp_001830.1	0	1	0.256327101737101	0.256294548801821	2862.9854165897	11170.7130215165	60S ribosomal protein L24	60S ribosomal protein L24, 60S ribosomal protein L26
transcript:Smp_001830.2	0.000102300024891866	0.999897699975108	0.334590988402228	0.332293567238888	47.0508187286539	141.614224385967	60S ribosomal protein L24	60S ribosomal protein L24, putative
transcript:Smp_001960.2	0.000185094674702735	0.999814905325297	0.169726951607954	0.147989341398477	2.75394288642512	18.666634819145	50S ribosomal protein L1	50S ribosomal protein L1
transcript:Smp_001980.1	0	1	5.90372941158057	6.11441382867392	69.5786474062953	11.371082366384	Homeobox protein ceh-31	Zinc finger homeobox protein 1B
transcript:Smp_002010.1	0	1	0.268135124543229	0.26758241706172	173.243739506304	647.468042125398	Ribosomal RNA small subunit methyltransferase NEP1	Essential for mitotic growth 1
transcript:Smp_002080.1	0	1	0.334529352453134	0.33447010504518	1836.97808631699	5492.22401017812	S-adenosylmethionine synthase isoform type-2	S-adenosylmethionine synthetase isoform type-2
transcript:Smp_002180.1	0	1	0.314948300075779	0.314886387674678	1703.67410479515	5410.46238458367	Transcription factor BTF3	Transcription factor BTF3
transcript:Smp_002230.1	3.77031739162703e-13	0.999999999999623	0.458353786187982	0.458037155834964	383.126351677008	836.464392516437	ESF1 homolog	Protein (SXL-lethal protein), RNA (5'-R(P*GP*UP*UP*GP*UP*UP*UP*UP*UP*UP*UP*U)-3
transcript:Smp_002550.1	0	1	0.35965796524999	0.359454299908644	552.611845692263	1537.38111156192	RNA-binding protein 8A	CG8781-PA, CG8781-PA protein
transcript:Smp_002600.1	6.66133814775094e-15	0.999999999999993	3.97403513076281	3.97588428848621	3126.75584013685	786.422806707096	Lysosomal Pro-X carboxypeptidase	Lysosomal Pro-X carboxypeptidase
transcript:Smp_002600.2	0	1	0.392132539324882	0.392069871345635	1859.5755334522	4742.98523977666	Lysosomal Pro-X carboxypeptidase	Lysosomal Pro-X carboxypeptidase
transcript:Smp_002640.1	0	1	2.56146423089805	2.56912089222998	256.182626841671	99.7099577553927	homeobox protein SMOX-1	Maltose binding-A1 homeodomain protein chimera
transcript:Smp_003000.1	0	1	0.332287537470367	0.331988027460061	361.891218781405	1090.09322314995	Cyclin-dependent kinase 9	Cell division protein kinase 9
transcript:Smp_003140.1	2.91625376069859e-08	0.999999970837462	2.03078837391502	2.03847322174818	133.68917684893	65.5778995232866	Sorting nexin-32	Sorting nexin-9
transcript:Smp_003230.1	0	1	13.535839307152	13.5854359794671	1679.0412087868	123.582000383683	Endophilin-B1	SH3-containing GRB2-like protein 2
transcript:Smp_003230.2	0	1	4.55471168915521	4.6879816047834	61.133126473242	13.0325269610389	Endophilin-B1	SH3-containing GRB2-like protein 2
transcript:Smp_003250.2	0.000886450141269979	0.99911354985873	0.294190068948481	0.276267701341393	5.31000427967935	19.2467001276246	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82	Coiled-coil-helix-coiled-coil-helix domain-contai protein 5
transcript:Smp_003280.1	1.26565424807268e-14	0.999999999999987	0.334805844472035	0.332206438093226	41.5592101680916	125.120657932722	LIM/homeobox protein Lhx9	Rhombotin-2
transcript:Smp_003410.1	0	1	0.320079939740042	0.320052984426212	3947.51443619135	12333.9616493144	60S ribosomal protein L23a	60S ribosomal protein L25
transcript:Smp_003440.1	0	1	12.1056167691309	12.2089557081519	641.563897471421	52.539449175497	Stomatin-2	PH stomatin
transcript:Smp_003700.1	1.78967951569575e-13	0.999999999999821	0.462761829335551	0.462594322273076	725.466786679178	1568.26862286412	30S ribosomal protein S18	28S ribosomal protein S18A, mitochondrial
transcript:Smp_003930.1	0	1	3.59943100802195	3.62349508192166	191.383111306648	52.8100278955935	Intraflagellar transport protein 56	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110
transcript:Smp_003970.1	0	1	0.21862703516735	0.218575783121331	1629.43122575149	7454.80133583305	Elongation factor 1-delta	Elongation factor 1-beta
transcript:Smp_004000.1	0	1	0.233445521211766	0.232390262376066	82.5351266395851	355.190453735047	Probable RNA-binding protein EIF1AD	Putative translation initiation factor EIF-1A
transcript:Smp_004000.2	0.000200814735398125	0.999799185264602	0.286393869320729	0.283490639367137	34.0626053888057	120.179525357413	Probable RNA-binding protein EIF1AD	Putative translation initiation factor EIF-1A
transcript:Smp_004060.1	0	1	0.314494718946676	0.313839363312322	160.510559564767	511.463633742439	Cell division cycle protein 20 homolog	CDC20, WD repeat-containing protein SLP1
transcript:Smp_004070.1	0.00163872997216097	0.998361270027839	2.53178709217745	2.55945582221882	69.2761294476715	27.0606487082893	Beta carbonic anhydrase 1	Beta-carbonic anhydrase
transcript:Smp_004080.1	0	1	0.357586249036773	0.357397956084413	596.231652054688	1668.27500808175	Mitochondrial 2-oxoglutarate/malate carrier protein	Mitochondrial uncoupling protein 2
transcript:Smp_004160.1	0	1	6.78697976415739	6.9807275285302	101.944273512138	14.5951071461322	Cilia- and flagella-associated protein 77	RPS24, 30S ribosomal protein S24E
transcript:Smp_004190.1	0	1	2.07349000171624	2.07413640559626	1684.29542403111	812.041425107172	Cationic amino acid transporter 4	Arginine/agmatine antiporter
transcript:Smp_004200.1	0	1	0.297499580296093	0.297380415638581	857.227116219476	2882.6180115948	Desumoylating isopeptidase 2	PPPDE peptidase domain-containing protein 2
transcript:Smp_004420.3	0	1	0.361731565400777	0.360356619603647	81.7874522922585	226.980286406357	Pleiotropic drug resistance protein 3	Uncharacterized protein YETJ
transcript:Smp_004440.1	0	1	11.14158613644	11.5383297816997	144.210944532626	12.4892912545597	Cadherin-like and PC-esterase domain-containing protein 1	Polymerase subunit PA
transcript:Smp_004630.1	0	1	0.201060032586779	0.200516237440898	144.041522016978	718.39327673931	UDP-N-acetylglucosamine transporter	Multidrug transporter EMRE
transcript:Smp_004640.1	0	1	0.468281470532949	0.467952631932674	369.980337105408	790.647668869871	DNA-directed RNA polymerases I and III subunit RPAC1	DNA-directed RNA polymerases I and III subunit RP
transcript:Smp_004690.1	0	1	11.8282529788869	12.437386064841	108.09973505887	8.68231963173378	E3 ubiquitin-protein ligase KCMF1	Dystrobrevin alpha
transcript:Smp_004690.2	0	1	5.35591429428857	5.41176001805733	206.393670278609	38.1298416762578	E3 ubiquitin-protein ligase KCMF1	Dystrobrevin alpha
transcript:Smp_004710.1	0	1	15.3767245214595	15.5095475130818	820.861739931691	52.9168658056797	Mu-conotoxin-like PnMKLT1-014	30S ribosomal protein S10
transcript:Smp_004730.1	0	1	6.78946407113359	6.8587030767476	280.416483899699	40.8762259762202	high voltage-activated calcium channel cav2b	Navrh, ION transport protein
transcript:Smp_004820.1	0	1	0.433066646983671	0.432936715039295	923.687931714872	2133.55340459837	Signal peptidase complex subunit 1	Villin
transcript:Smp_004940.1	0	1	0.273411776698479	0.273347109019387	1501.76561638606	5494.01414305228	60S ribosomal protein L35	FI02809P, 60S ribosomal protein L35
transcript:Smp_004990.1	0	1	0.430631008471001	0.43059930341218	3781.17611615219	8781.20744784327	T-complex protein 1 subunit zeta	T-complex protein 1 subunit zeta
transcript:Smp_005080.2	0	1	0.453560092411146	0.453297177443211	460.670252458482	1016.27749390613	Probable 28S rRNA (cytosine-C(5))-methyltransferase	Methyltransferase
transcript:Smp_005160.1	0	1	2.5077701221438	2.50919930343105	1294.4017715847	515.856463781789	Protein muscleblind	Muscleblind-like protein 1
transcript:Smp_005180.1	0	1	0.471639171053098	0.471589123804284	2434.45574715157	5162.25016306922	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A	Eukaryotic peptide chain release factor GTP-bindi ERF3A
transcript:Smp_005190.1	0	1	3.47328569981956	3.48064330935486	572.10924065121	164.361695058076	Mitogen-activated protein kinase kinase kinase kinase 5	Serine/threonine-protein kinase 3
transcript:Smp_005190.2	3.10862446895044e-15	0.999999999999997	2.74422554562504	2.7458523518621	1439.56229045315	524.2615579652	Mitogen-activated protein kinase kinase kinase kinase 5	Serine/threonine-protein kinase 3
transcript:Smp_005230.1	0	1	2.7131667789957	2.71387233059833	3222.16970766121	1187.28966451694	Calumenin-B	Hypothetical protein LOC449832
transcript:Smp_005280.1	0	1	0.275187691484956	0.274927827225422	374.951942466081	1363.84591175039	Ubiquitin carboxyl-terminal hydrolase 10-A	Ubiquitin carboxyl-terminal hydrolase 14
transcript:Smp_005330.3	5.81906760555029e-08	0.999999941809324	0.317604353544375	0.315630266713443	53.3404543074072	169.018321849258	Methionine--tRNA ligase, mitochondrial	Methionyl-tRNA synthetase
transcript:Smp_005470.1	0.0467345655371536	0.953265434462846	2.47379587473604	2.57691964883147	17.9981416592044	6.97824337319572	Dynein light chain 1, cytoplasmic	Dynein light chain 1, cytoplasmic
transcript:Smp_005500.1	0	1	0.37258285714598	0.372338478956276	467.425122101644	1255.39374825599	Putative polypeptide N-acetylgalactosaminyltransferase 9	Polypeptide N-acetylgalactosaminyltransferase 1
transcript:Smp_005720.1	0	1	15.0324741614226	15.057865819401	4069.06877921797	270.219448716116	Aquaporin-3	Glycerol uptake facilitator protein
transcript:Smp_005790.1	1.55431223447522e-15	0.999999999999998	2.63829468672327	2.64457419396617	337.364066901563	127.562169338758	Guanine nucleotide-binding protein G(q) subunit alpha	GS-alpha
transcript:Smp_005790.2	0	1	2.50635050734262	2.5085135538046	854.202899542771	340.515526859206	Guanine nucleotide-binding protein G(q) subunit alpha	GS-alpha
transcript:Smp_005880.1	0	1	2.33093785318464	2.33202208987396	1399.75722775621	600.227550850929	phosphoenolpyruvate carboxykinase	Phosphoenolpyruvate carboxykinase, cytosolic [GTP
transcript:Smp_005910.1	0	1	2.51496521391182	2.51805659919865	603.388875530782	239.618797749347	Protein tyrosine phosphatase type IVA 3	Protein tyrosine phosphatase type IVA, member 1
transcript:Smp_005960.1	0	1	7.96650582778005	8.25961975024368	95.9804649314305	11.6116566662888	Hypothetical protein	T-cell surface glycoprotein CD4
transcript:Smp_006000.1	0	1	0.39112803626946	0.390990865690262	848.625313298008	2170.46350147122	Eukaryotic translation initiation factor 3 subunit I	Eukaryotic translation initiation factor 3 subuni
transcript:Smp_006550.1	3.77475828372553e-15	0.999999999999996	0.384724009092302	0.38465735062887	1736.10380237127	4513.3934213383	Glutaredoxin-3	Thioredoxin-like protein 2
transcript:Smp_006590.2	0.0206752189079348	0.979324781092065	2.11305261846649	2.15490835097555	28.0107036263565	12.9931997015888	Zinc finger HIT domain-containing protein 2	Protein FON, zinc finger HIT domain containing protein 2
transcript:Smp_006630.2	0	1	0.0123740113019759	0.0116821668009321	8.14449184407942	698.019054287156	Myb-binding protein 1A	Cyclic 3',5'-AMP specific phosphodiesterase RD1
transcript:Smp_006680.1	0	1	0.416077420418714	0.415926705107678	787.950023314115	1894.4584571531	Programmed cell death protein 10	Programmed cell death protein 10
transcript:Smp_006680.2	0.000299965219669684	0.99970003478033	0.291839719249139	0.290775830352461	94.6318184507606	325.470347991927	Programmed cell death protein 10	Programmed cell death protein 10
transcript:Smp_006750.2	0	1	2.595305051525	2.59928965311387	508.855488974419	195.76098241622	DNA damage-regulated autophagy modulator protein 2	Putative protein-disulfide isomerase
transcript:Smp_006810.1	0	1	3.09102550651076	3.09279938886635	1782.67968256619	576.390037126116	LIM domain transcription factor LMO4-B	Rhombotin-2
transcript:Smp_006850.1	0	1	0.260364456580239	0.260220749826489	654.885493080768	2516.6820528722	DNA-directed RNA polymerases I, II, and III subunit RPABC3	DNA-directed RNA polymerases I, II, and III 17.1 kDa polypeptide
transcript:Smp_006860.1	1.70878866612156e-09	0.999999998291211	4.34956699709361	4.41301038125089	113.917026064001	25.8061699659787	PDZ and LIM domain protein Zasp	PDZ and LIM domain protein 1
transcript:Smp_006860.2	0	1	7.23790733777281	7.24688324302311	2462.63271180681	339.81094498041	PDZ and LIM domain protein Zasp	PDZ and LIM domain protein 1
transcript:Smp_006860.3	0	1	4.25780955213003	4.26355619084062	1181.86969929993	277.195141998352	PDZ and LIM domain protein Zasp	PDZ and LIM domain protein 1
transcript:Smp_007000.1	1.92749329319675e-06	0.999998072506707	0.277179265098261	0.275521218610253	58.7224927118441	213.158673571112	DNA replication complex GINS protein PSF1	DNA replication complex GINS protein PSF1
transcript:Smp_007070.1	9.38138455808257e-14	0.999999999999906	2.93644496929071	2.95698055311441	136.334008230848	46.0992001728741	Neuropeptide F receptor	Neurotensin receptor type 1, lysozyme chimera
transcript:Smp_007180.2	9.10480789706458e-06	0.999990895192103	2.97499436350824	2.98223602953862	397.692997850373	133.347317768004	Calcium homeostasis endoplasmic reticulum protein	Splicing factor 4
transcript:Smp_007210.2	0	1	2.74484762489374	2.74695163483075	1113.90029177894	405.497791857272	Rab GTPase-activating protein 1	Rabgap1L, RAB GTPase-activating protein 1-like
transcript:Smp_007270.1	0	1	2.38155486839321	2.38314449229052	1012.76649385542	424.964858692685	Smoothelin-like protein 1	Smoothelin splice isoform L2
transcript:Smp_007290.2	0	1	3.81859412874982	3.85062725258153	165.663945163606	43.0151837677966	Carbohydrate deacetylase	UPF0249 protein EF_3048
transcript:Smp_007290.3	3.15470217071567e-06	0.999996845297829	4.72027521117083	4.93790644396992	41.2649149650116	8.3487883718242	Carbohydrate deacetylase	UPF0249 protein EF_3048
transcript:Smp_007330.1	0	1	29.6105234182746	30.2367140553764	675.517930146286	22.3313142350424	Hypothetical protein	CAMP-dependent protein kinase type II-beta regulatory subunit, CAMP-dependent protein kinase catalytic subunit alpha
transcript:Smp_007330.2	0	1	0.0907345395749321	0.0883308529774662	16.3285969753382	184.960442655029	Hypothetical protein	CAMP-dependent protein kinase type II-beta regulatory subunit, CAMP-dependent protein kinase catalytic subunit alpha
transcript:Smp_007450.1	2.76556555434126e-13	0.999999999999723	2.39950772992185	2.40585491536374	259.379882181495	107.806095029271	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3	Putative thiosulfate sulfurtransferase YOR285W
transcript:Smp_007450.2	0	1	2.56108459172871	2.56447976789421	576.56111909889	224.819661874204	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 3	Putative thiosulfate sulfurtransferase YOR285W
transcript:Smp_007650.1	0	1	2.89424040081317	2.89479193445383	4861.48591727114	1679.38390026951	Glycogen debranching enzyme	Periplasmic trehalase
transcript:Smp_007670.1	0	1	0.049169957584582	0.0489708196879346	114.324115562468	2334.72967336179	Inversin-A	Ankyrin
transcript:Smp_007690.1	1.15023743807452e-06	0.999998849762562	7.52185982427116	8.09195935987854	45.2551485032647	5.58384278765633	Tyrosine 3-monooxygenase	Tyroh, tyrosine hydroxylase
transcript:Smp_007710.1	0	1	2.5885224072505	2.59156237138771	662.169961339403	255.503804587626	Rapamycin-insensitive companion of mTOR	Cyclin-dependent kinase 5 activator 1
transcript:Smp_007710.3	2.66453525910038e-15	0.999999999999997	0.19046117020568	0.188894753269502	47.7253040699587	252.698469895154	Hypothetical protein	ATP-dependent RNA helicase A
transcript:Smp_007760.1	0	1	8.05853535320395	8.0816462124271	1206.93594593321	149.334071023215	Alanine aminotransferase 2	Alanine aminotransferase 2
transcript:Smp_007900.1	1.77635683940025e-15	0.999999999999998	0.301031161485699	0.300999486209721	3247.81518247263	10790.1253034527	60S ribosomal protein L23	50S ribosomal protein L14P
transcript:Smp_007960.1	0	1	0.248483207172879	0.248348049389017	675.213990328042	2718.85166204736	4-hydroxyphenylpyruvate dioxygenase-like protein	4-hydroxyphenylpyruvate dioxygenase
transcript:Smp_008070.1	0	1	0.387019059783959	0.38699870219554	5697.95311309376	14723.4582720325	Thioredoxin-2	Thioredoxin
transcript:Smp_008440.1	0	1	0.428659876130645	0.428480429011502	667.07121002086	1556.84339365396	DNA-directed RNA polymerases I, II, and III subunit RPABC5	DNA-directed RNA polymerases I, II, and III 8.3 K polypeptide
transcript:Smp_008490.1	0	1	3.84209428593747	3.84596971531205	1379.14792212035	358.58822728959	Glycogenin-1	Glycogenin-1
transcript:Smp_008545.1	0	1	0.416359103585284	0.416344187495807	7965.85102798303	19132.8643554592	heat shock protein 60	Groel protein
transcript:Smp_008620.1	0	1	6.00699002101213	6.04368345057517	403.244863172253	66.7133594330418	Inactive rhomboid protein 1	Protein GLPG homolog
transcript:Smp_008660.2	0	1	4.91010304163595	4.9118452366409	5390.44712731363	1097.43034423203	Severin	Horse plasma gelsolin
transcript:Smp_008660.3	5.03183417155384e-09	0.999999994968166	3.69614599716052	3.73091302936626	141.465225491537	37.9097328852152	Severin	Gelsolin
transcript:Smp_008710.1	0	1	28.7307402405632	29.1797656442031	881.164323884455	30.1881288893425	Immunoglobulin superfamily member 10	Leucine-rich repeat-containing protein 4C
transcript:Smp_008830.2	6.56069596538522e-07	0.999999343930403	191.911556108232	352.928228428131	204.604897457413	0.569763478735394	Probable global transcription activator SNF2L1	Chromo domain-containing protein 1
transcript:Smp_008830.3	0	1	531.926672554241	26493.0827097844	264.920827097844	0	Probable global transcription activator SNF2L1	Chromo domain-containing protein 1
transcript:Smp_009020.1	0	1	23.6996614295738	25.8057942036637	135.990450333896	5.26015170548743	Zinc finger protein Eos	Zinc finger protein 217
transcript:Smp_009030.1	0	1	0.393690010328064	0.393583040960566	1090.83025562824	2771.55315720813	Ribonucleoside-diphosphate reductase large subunit	Ribonucleoside-diphosphate reductase large subuni
transcript:Smp_009070.1	0	1	4.70118824180573	4.70680503535214	1516.58076036114	322.202360395267	Zinc finger protein 182	Wilms tumor 1
transcript:Smp_009230.1	6.10622663543836e-15	0.999999999999994	3.00298864956772	3.02177254242307	157.549335374808	52.1313617877624	E3 ubiquitin-protein ligase UBR4	Astexin1
transcript:Smp_009430.1	0	1	0.309509229622101	0.309350233771719	656.909298052936	2123.53550388897	Very-long-chain 3-oxoacyl-CoA reductase	Short-chain dehydrogenase
transcript:Smp_009540.1	4.1018344276722e-10	0.999999999589817	20.655158131566	21.7686282489119	187.886427309958	8.62152354670534	Tripartite motif-containing protein 3	Tripartite motif protein 45
transcript:Smp_009540.2	0	1	3.08634325170859	3.08890876793547	1228.29313584649	397.639535200564	Tripartite motif-containing protein 3	Tripartite motif protein 45
