	PPEE	PPDE	PostFC	RealFC	data.libraries..SmLE.PZQ.ER.RNA.juv.m.1.SmLE.PZQ.ER.RNA.juv.m.1_rsem.genes.results_Mean	data.libraries..SmLE.PZQ.ER.RNA.adu.m.1.SmLE.PZQ.ER.RNA.adu.m.1_rsem.genes.results_Mean	GFF_annotation	HHPred_annotation
gene:Smp_015820	7.11452362317511e-05	0.999928854763768	0.245112107400124	0.224054392750673	4.25427875881158	19.0223372215998	Palmitoleoyl-protein carboxylesterase NOTUM	Thermostable carboxylesterase EST50
gene:Smp_017610	0	1	0.15086749480345	0.150758501691234	623.551259437334	4136.14983471658	Amiloride-sensitive amine oxidase [copper-containing]	Lysyl oxidase
gene:Smp_018010	2.22044604925031e-16	1	2.05664242704305	2.05896894795918	496.458594119968	241.11485747396	Cytospin-A	Smoothelin splice isoform L2
gene:Smp_018250	8.93174423310938e-13	0.999999999999107	0.391702549827472	0.391696054043023	19473.9596025098	49717.0331039646	Troponin I 4	Troponin I, TNI
gene:Smp_019730	1.00620889398328e-09	0.999999998993791	0.484264823693095	0.484236060894255	4609.70036179155	9519.54199965621	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	Tumor necrosis factor, alpha-induced protein 3
gene:Smp_020300	5.89820303709132e-10	0.99999999941018	2.45339571819933	2.45434788190039	1988.96477826045	810.378288036982	Segment polarity protein dishevelled homolog DVL-3	Segment polarity protein dishevelled homolog DVL-
gene:Smp_021280	0	1	0.00330865448645072	6.13675905787503e-05	0	162.942462459276	Protein ARV1	DNA-directed RNA polymerase
gene:Smp_022070	0.00714893004873762	0.992851069951262	2.63926953680169	2.66217922399828	101.12218701836	37.9784968324828	Hypothetical protein	Thioredoxin reductase 1
gene:Smp_022340	1.42164058303251e-12	0.999999999998578	0.485521793377627	0.485496681214718	5280.67216160462	10876.8556222166	PDZ and LIM domain protein 3	ZAsp protein
gene:Smp_022740	0	1	7.88624684003751	8.17324718938402	104.10557333326	12.7285812420421	Tumor necrosis factor alpha-induced protein 8-like protein 2	Tumor necrosis factor, alpha-induced protein 8- like protein 2
gene:Smp_022870	7.72954148020588e-06	0.99999227045852	0.236296450650791	0.231619966709676	20.0717824059276	86.6914303265969	Protein lin-54 homolog	Protein MALE-specific lethal-2
gene:Smp_023010	3.36163512137944e-07	0.999999663836488	0.428144765068398	0.427233734619514	142.366937366761	333.243031841129	ATPase inhibitor, mitochondrial	ATPase inhibitor
gene:Smp_024010	1.58823731943869e-10	0.999999999841176	5.15382818656992	5.39278326500498	49.7598269857102	9.21896851959139	Microsomal glutathione S-transferase 1	Microsomal glutathione S-transferase 1
gene:Smp_024660	0	1	2.07592252630821	2.07681096535963	1335.26657205469	642.935648076096	Protein sax-3	Deleted in colorectal cancer
gene:Smp_025030	0	1	0.463845081202226	0.463679398758455	796.612381797882	1718.03566674929	Hypothetical protein	Cyclin-T1, protein TAT
gene:Smp_025380	0.000148556809522193	0.999851443190478	0.476210388713584	0.476098618531998	1184.52731352258	2487.99829789211	16 kDa calcium-binding protein	Calmodulin-like domain protein kinase isoform 3
gene:Smp_028060	5.09974308460226e-06	0.999994900256915	0.466223596065425	0.466043331867752	732.640905216994	1572.05606149854	Uncharacterized protein ZK546.14	Transcriptional regulator, LACI family
gene:Smp_028130	4.92687951547666e-08	0.999999950731205	0.110306936129546	0.0992152750472318	4.21515898373302	42.5757710087647	Protein FAM78A	NTF2-like protein of unknown function
gene:Smp_031770	0	1	0.441564779703652	0.441558726044791	21625.3940050863	48975.1381049718	Tropomyosin-2	Striated-muscle alpha tropomyosin
gene:Smp_032280	0	1	2.22533836949144	2.22573028229732	3694.52694368472	1659.91122813342	Hypothetical protein	Insulin-like growth factor 2 mRNA-binding protein 1
gene:Smp_032500	1.36557432028894e-14	0.999999999999986	2.01768207564779	2.01977495348359	521.415335835371	258.150115777278	DNA replication licensing factor mcm7-A	Minichromosome maintenance protein MCM
gene:Smp_033250	1.22124532708767e-14	0.999999999999988	0.0504088693534029	0.0468784776228925	6.68434595594511	142.792119339217	Uridylate kinase	MBP, eosinophil granule major basic protein 1
gene:Smp_033870	0	1	0.484911075660329	0.484813698827261	1361.50474373795	2808.31564556527	FYVE, RhoGEF and PH domain-containing protein 3	MSP, major sperm protein
gene:Smp_034550	0	1	0.311237238415909	0.3112125038089	4600.88775594212	14783.7718199211	Alpha-actinin-2	Actinin
gene:Smp_034610	9.40358901857508e-14	0.999999999999906	2.13567280042144	2.14543506568963	132.497022436663	61.75230851996	Innexin unc-9	Neurotoxin III
gene:Smp_034680	9.81370241659452e-06	0.999990186297583	0.0958449302696326	0.0683882445916527	1.18563099944497	17.4729900457908	Stabilizer of axonemal microtubules 2	Spliceosomal protein SF3B155
gene:Smp_034850	0	1	0.383477108348489	0.383355249429785	1029.69827202949	2686.03192471894	TWiK family of potassium channels protein 18	Potassium channel subfamily K member 2
gene:Smp_035250	0.000152182497566211	0.999847817502434	0.411501798775715	0.406680730566105	26.3458094661176	64.7971262915014	DENN domain-containing protein 1A	Protein (glutamate mutase)
gene:Smp_035380	9.04070919194311e-06	0.999990959290808	0.426014553679979	0.422871617994812	40.9910354564656	96.9485891124259	A-kinase anchor protein 14	MU-O-conotoxin mrvib
gene:Smp_035500	0.00815776078145392	0.991842239218546	0.435841778964818	0.434813749225468	126.673312796687	291.340751953792	Parkin coregulated gene protein homolog	Transportin-1
gene:Smp_035700	0	1	2.06210382419109	2.06339114441218	903.811866548287	438.017404060497	Adenosine deaminase	Adenosine deaminase
gene:Smp_038530	0	1	0.328039498638731	0.327926833962839	1038.36405996482	3166.4709110513	Dual specificity protein phosphatase 14	Dual specificity protein phosphatase 9
gene:Smp_039590	0.00161299350435551	0.998387006495644	0.34795393295083	0.346294436702291	72.2284501516112	208.594131326876	EF-hand domain-containing family member B	Calmodulin-related protein, putative
gene:Smp_039670	0	1	2.9012885109516	2.90325546515403	1489.89963418825	513.175853629041	Cyclin-L2	Cyclin-T2
gene:Smp_041540	0.00026332196182377	0.999736678038176	0.197994476872593	0.197311670220525	123.031973703333	623.581972871221	Hypothetical protein	Melanoma differentiation associated protein-5
gene:Smp_041570	2.96718205561319e-12	0.999999999997033	2.99465099799582	3.03597728962501	77.7864718167375	25.614853019354	Coiled-coil domain-containing protein 83	Sulfite reductase, desulfoviridin-type subunit GA
gene:Smp_042120	1.17617027228789e-11	0.999999999988238	0.405571313499801	0.405160862895459	311.510942610577	768.872118535119	Late transcription factor 1	Mitotic spindle assembly checkpoint protein MAD2A
gene:Smp_042160	0	1	0.455689608339148	0.455687149268797	53550.4682596213	117515.874188416	fructose-bisphosphate aldolase	Fructose-1,6-bisphosphate aldolase
gene:Smp_043110	0	1	0.442103192662752	0.442033655582248	1882.83105964553	4259.48706740191	Phosphoenolpyruvate carboxylase	GP37
gene:Smp_043220	0	1	0.493257354031225	0.493238026990899	6865.92289190336	13920.1107453335	Hybrid PKS-NRPS synthetase ATEG_00325	Cytochrome B559 subunit beta
gene:Smp_043650	3.82960330114201e-12	0.99999999999617	0.436571227421084	0.436449147326482	1069.41101476133	2450.26632958429	Probable arginine--tRNA ligase, mitochondrial	Iron-responsive element binding protein 1
gene:Smp_044060	0	1	0.434155560746437	0.433960234911031	667.423802495287	1537.99682367158	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A	High affinity CAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A...
gene:Smp_044920	0	1	2.11961262390037	2.12008114864167	2689.71972129551	1268.68187201575	Dynamin-1	Dynamin-1, human dynamin 1
gene:Smp_045220	0	1	0.387747620173283	0.387738126491878	13275.6229566901	34238.6476135897	Myosin essential light chain, striated adductor muscle	Myosin light chain alkali
gene:Smp_045470	8.28407543890242e-05	0.999917159245611	9.81108789826559	12.102492423919	24.6971975176029	2.03149663161717	Homeobox protein prospero homolog 1	Protein prospero
gene:Smp_046060	1.48548288880779e-06	0.999998514517111	2.15203878012356	2.15215052839878	11779.2989964174	5473.2637515258	Myosin-11	Smooth muscle myosin heavy chain
gene:Smp_046800	1.5480399184753e-09	0.99999999845196	2.34649929136482	2.3470761313276	2908.68956789045	1239.27641643387	Fatty acid-binding protein	SM14, 14 kDa fatty acid binding protein
gene:Smp_046810	0	1	2.08937761936131	2.09057823136336	1007.06796244645	481.712208400539	M-phase inducer phosphatase 2	M-phase inducer phosphatase 3
gene:Smp_047860	9.29589738518644e-13	0.99999999999907	0.440686256959821	0.43969852862105	132.178565352464	300.624541050261	RNA pseudouridylate synthase domain-containing protein 2	Ribosomal large subunit pseudouridine synthase D
gene:Smp_047870	0	1	0.266339920695189	0.265930266132148	252.841631588398	950.809307881071	LIM domain kinase 1	LIMK-1, LIM domain kinase 1
gene:Smp_048050	0	1	0.0598977169538059	0.0507695120139511	2.76596262736843	54.6677488545806	Major egg antigen	TSP36, small heat shock protein
gene:Smp_048380	4.35464707426725e-05	0.999956453529257	0.362906749915895	0.361539164992859	89.4079997607826	247.315901088887	Nuclear egress protein 1	NUCS, UPF0286 protein pyrab01260
gene:Smp_048560	0	1	0.313983901792456	0.313961546497594	5115.05626955643	16292.0051420379	Four and a half LIM domains protein 2	Fusion protein insulin gene enhancer protein ISL- domain-binding protein 1
gene:Smp_049160	0	1	3.14662032294968	3.16029364502108	263.398346049378	83.3393262451631	PR domain zinc finger protein 16	Zinc finger protein 217
gene:Smp_049230	0	1	0.0815003824934562	0.0775893517502999	9.66410448964707	124.673403990544	Major egg antigen	TSP36, small heat shock protein
gene:Smp_050270	0	1	0.102326637535758	0.0981872604203661	11.2947089877564	115.124172593856	Tyrosinase	Tyrosinase
gene:Smp_050380	6.65023591750469e-14	0.999999999999933	6.15379610119745	6.2238699277877	243.016038038053	39.037415973945	Mitogen-activated protein kinase kinase kinase 1	NF-kappa-beta-inducing kinase
gene:Smp_050520	2.11511548632304e-05	0.999978848845137	2.19403597091393	2.19503327756723	1395.23573347431	635.627622323737	Neurogenic locus notch homolog protein 3	Protein jagged-1
gene:Smp_051130	0	1	2.65934950560925	2.67408274188976	159.885211608963	59.7844144001939	Transcriptional regulator ERG homolog (Fragment)	Transcriptional regulator ERG
gene:Smp_051290	1.95732319241415e-13	0.999999999999804	0.185820735732818	0.183868627932347	40.7040941273699	221.420347227861	Ig-like V-type domain-containing protein FAM187A	Obscurin
gene:Smp_053120	1.14623643909795e-10	0.999999999885376	0.46787956550412	0.466649379743766	107.15447353377	229.636664467041	Probable methyltransferase-like protein 15	Ribosomal RNA small subunit methyltransferase H
gene:Smp_054350	0	1	2.56532683219518	2.56810449552435	768.339859318675	299.179484173149	Fork head domain-containing protein FD3	Protein (transcription factor)
gene:Smp_055240	0	1	3.65230907209115	3.65930820017944	736.197230893364	201.17754437171	Protocadherin beta-11	EP-cadherin, C-cadherin
gene:Smp_055420	8.29336599394992e-11	0.999999999917066	0.417645221464269	0.417203643566435	292.101939900324	700.156320224882	Transmembrane protein 222	Methionine-R-sulfoxide reductase B1
gene:Smp_055440	0	1	3.07581590739517	3.08447704052801	392.469126019927	127.233328727369	Hypothetical protein	IL-13, interleukin-13 receptor subunit alpha-2
gene:Smp_056280	4.57517068674917e-09	0.999999995424829	0.1089604558036	0.108125954932963	61.2844342414392	566.869934419458	Hypothetical protein	Tristetraproline
gene:Smp_056930	0	1	2.10639813438929	2.1069658616705	2179.9577570531	1034.63787764749	Histone-lysine N-methyltransferase 2D	Myeloid/lymphoid or mixed-lineage leukemia protein 3 homolog
gene:Smp_057860	9.05811869955642e-10	0.999999999094188	0.496243832951673	0.49589743959038	382.870794298958	772.086735597635	Hypothetical protein	Glutamate--cysteine ligase GSHA
gene:Smp_058970	0.0152857313727952	0.984714268627205	0.488874653313811	0.486168630561819	48.7432764797428	100.270588699035	Succinate dehydrogenase assembly factor 4, mitochondrial	Uncharacterized protein RHR2
gene:Smp_059170	0	1	0.39365746132377	0.393570143016135	1450.95111258854	3686.65459673253	Troponin I	Troponin I, TNI
gene:Smp_059570	8.03801469828613e-14	0.99999999999992	0.470959458050642	0.470514946046454	297.293337658621	631.857999426459	GTP-binding protein Rit1	RAS-3 from cryphonectria parasitica
gene:Smp_059980	0	1	2.96777294123838	2.96875909293736	3145.03681668847	1059.37094612341	arginase	Arginase
gene:Smp_060030	9.46487332953438e-12	0.999999999990535	2.64669504892308	2.65361847164845	335.072473430337	126.263794447241	Somatomedin-B and thrombospondin type-1 domain-containing protein	F-spondin
gene:Smp_060240	0.0164982214379628	0.983501778562037	0.462569897968934	0.461869731470919	188.207960774287	407.503088538771	Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	Ring-box protein 1
gene:Smp_061210	0.00011483510459942	0.999885164895401	0.383732413751717	0.381669231834462	60.5157046573685	158.571566469104	F-box only protein 47	SKP2 F-BOX, cyclin A/CDK2-associated P19
gene:Smp_062490	6.01084659213047e-06	0.999993989153408	0.182115891128324	0.168586599911035	5.40078998317799	32.0850181451747	DNA-binding protein, putative	DNA-binding protein inhibitor ID-2
gene:Smp_062620	0.000866106172136893	0.999133893827863	2.29914810120636	2.30341067712993	372.70666495737	161.800774195845	Uncharacterized transporter HI_0878	Uncharacterized protein DUF1234
gene:Smp_062970	0.00339875589663685	0.996601244103363	0.413252854121338	0.412592848016297	194.725723739644	471.970366785108	Cilia- and flagella-associated protein 57	Echinoderm microtubule-associated protein-like 1
gene:Smp_063520	5.56540806528893e-06	0.999994434591935	0.177426761230936	0.17035391843753	10.5084948602108	61.7349540150611	Pre-B-cell leukemia transcription factor 4	Mating-type protein alpha-2
gene:Smp_064330	0.0486623063644498	0.95133769363555	0.481161700398264	0.481022035096465	948.691036453221	1972.25107586312	Protein stunted	ATP synthase subunit epsilon, mitochondrial
gene:Smp_064430	1.41370091855109e-07	0.999999858629908	0.488622626033301	0.488547140719466	1757.130221451	3596.65463069115	PTS system mannitol-specific EIICB component	LSIII
gene:Smp_066520	0.000764554494822933	0.999235445505177	2.76601607927656	2.87512085435392	24.6974485888544	8.58353392099636	Erythrocyte band 7 integral membrane protein	PH stomatin
gene:Smp_068510	8.86936635247082e-10	0.999999999113063	0.301406988445375	0.301359633993564	2360.30194127739	7832.20000768736	Neuronal calcium sensor 2	Neurocalcin delta
gene:Smp_070540	0	1	0.326754228147564	0.326055154253462	166.700333632754	511.284888174533	Hypothetical protein	Disabled homolog 2
gene:Smp_072100	4.2701424407543e-07	0.999999572985756	0.0628957836045923	0.0572242703635979	5.0098426715235	87.7122660879356	CCR4-NOT transcription complex subunit 1	General negative regulator of transcription subun
gene:Smp_072320	0.00111437385677726	0.998885626143223	2.67240740842606	2.75780357122008	28.6639785737935	10.3873969984773	Heat shock 70 kDa protein homolog	Heat shock protein homolog SSE1
gene:Smp_072500	5.18535769877815e-10	0.999999999481464	0.203048070138247	0.200306163598086	30.8996930828807	154.302241459034	LisH domain and HEAT repeat-containing protein KIAA1468 homolog	Cytochrome C'
gene:Smp_073280	0.000230468563565234	0.999769531436435	2.01278065937108	2.01352319724938	1458.04640258989	724.121911954975	Myelin proteolipid protein	Syntaxin-1A
gene:Smp_074080	0	1	2.21261338272288	2.21284804479199	6070.87426872869	2743.46092337259	Serine/threonine-protein kinase NLK2	Phosphotransferase
gene:Smp_074210	0.000344429598387208	0.999655570401613	0.489835130225179	0.489588887827135	538.507933061851	1099.92904365736	28S ribosomal protein S15, mitochondrial	28S ribosomal protein S15, mitochondrial, 28S ribosomal protein S14, mitochondrial
gene:Smp_074570	0	1	0.223674531508207	0.222230836765586	63.4344564681605	285.47898699906	Hypothetical protein	Formaldehyde-activating enzyme FAE
gene:Smp_074590	0	1	0.480534438831249	0.480379515912176	855.148210510584	1780.16209765232	Valine--tRNA ligase	ACVR2B protein
gene:Smp_074830	0.00873131269477823	0.991268687305222	0.338359888607516	0.33722962107589	104.796251670613	310.776019734094	Tubulin polyglutamylase ttll6	Tubulin tyrosine ligase, TTL
gene:Smp_075060	2.13030060258745e-08	0.999999978696994	4.03110900905495	4.15991742389841	51.9612221689546	12.483330245063	Glutamine-dependent NAD(+) synthetase	Glutamine-dependent NAD(+) synthetase
gene:Smp_075770	2.4443325818635e-05	0.999975556674181	0.343614570250066	0.343561516312661	2256.65307527251	6568.42961888566	Abnormal spindle-like microcephaly-associated protein homolog (Fragment)	Myosin-5A
gene:Smp_076300	0.000326446916389389	0.999673553083611	2.35811724238781	2.35937561815139	1351.8910501043	572.981023431671	Forkhead box protein F1-B	HNF-3/FORK head DNA-recognition motif
gene:Smp_076320	0	1	0.124508337958659	0.118917541902408	9.87655958540972	83.1279410240696	Myb/SANT-like DNA-binding domain-containing protein 3	DNA binding protein GT-1
gene:Smp_076400	0	1	0.425480123719353	0.42537048398508	1183.37302655803	2781.99550134912	Universal stress protein MJ0577	Protein (ATP-binding domain of protein MJ0577)
gene:Smp_076600	4.70506880456689e-07	0.99999952949312	2.58981669977547	2.62782052467455	58.3528305983528	22.1995953853549	Putative transcription factor SOX-14	Transcription factor SOX-5
gene:Smp_077310	9.31257795322438e-08	0.99999990687422	3.06700361490945	3.08631032234842	175.415818838877	56.829980597088	tegument-allergen-like protein (TAL9)	Dynein light chain 1
gene:Smp_077860	0	1	2.89528641094529	2.90428716420488	324.670681040157	111.783587439225	Actin-1	Actin-related protein 8
gene:Smp_077890	0	1	0.0316086704353252	0.0280062814176981	3.98702285288084	142.708799160355	CUB and sushi domain-containing protein 1	Thioredoxin
gene:Smp_078490	0.000357255104883936	0.999642744895116	0.179948067286568	0.160050722397672	3.49206955866762	21.8709981373665	Venom allergen-like (VAL) 14 protein	Venom allergen-like (Val) 4 protein
gene:Smp_078910	5.81840684688029e-06	0.999994181593153	0.0968408795907419	0.0951997697427294	27.8052788911125	292.168005958221	Protein FAM78A	Conserved hypothetical protein
gene:Smp_079270	0	1	0.496936185106775	0.496868028553724	1947.04139123134	3918.63897586344	Muscle LIM protein 1	QCRP2 (LIM1)
gene:Smp_079600	0.00261477677341071	0.997385223226589	0.129021808370499	0.122747196057593	9.03592253167002	73.6855533177773	Two pore calcium channel protein 2	Navrh, ION transport protein
gene:Smp_079640	2.90285573356641e-11	0.999999999970971	0.406011828021515	0.404216812328077	71.0041381196574	175.673286676408	Monocarboxylate transporter 9	Glycerol-3-phosphate transporter
gene:Smp_079960	0	1	0.281347787672471	0.279832700092509	70.4593705472852	251.81678980687	Tubulin beta-4 chain	Tubulin beta-2B chain
gene:Smp_080870	0	1	2.32123125781398	2.32342067063139	744.378975872587	320.374932992052	Netrin receptor DCC	Interleukin-6 receptor subunit beta
gene:Smp_081420	7.6954851380151e-09	0.999999992304515	0.492206056531066	0.491158554641326	126.398219647	257.357439602699	Biotin--protein ligase	Aspartyl dipeptidase
gene:Smp_081470	1.01408296371286e-06	0.999998985917036	0.360288883544589	0.360186402636896	1193.6733839175	3314.06120085223	Putative chloroquine resistance transporter	Claudin-15
gene:Smp_084270	8.59536742447986e-07	0.999999140463258	0.388439985415026	0.387742147813238	180.395023881006	465.26060547439	G-protein coupled receptor 15	Rhodopsin
gene:Smp_085540	0	1	0.473443560013388	0.473442296185966	104723.721669349	221196.390306859	myosin heavy chain	Smooth muscle myosin heavy chain
gene:Smp_085690	6.59743804032331e-08	0.99999993402562	0.152815841749439	0.147742567522366	13.0883331024136	88.646460504727	cAMP-dependent protein kinase catalytic subunit alpha	PKA C-alpha, CAMP-dependent protein kinase, alpha-catalytic SU
gene:Smp_086330	5.07927033766009e-13	0.999999999999492	0.414649665176754	0.414636343200852	9672.41773134411	23327.486226395	Myophilin	Calponin-2
gene:Smp_086750	3.04025427055876e-09	0.999999996959746	2.02198914150101	2.02276909053926	1407.16225545853	695.656283432968	Zinc finger protein 14 homolog	AART
gene:Smp_086960	1.03059782929904e-11	0.999999999989694	0.424688531447764	0.423629397643049	122.15848618719	288.375288808803	Lipoyltransferase 1, mitochondrial	Lipoate-protein ligase A
gene:Smp_087320	8.91705872819726e-05	0.999910829412718	0.228765059529729	0.224073133996139	19.5444801596937	87.2582941098622	mRNA decay activator protein ZFP36L1	Tristetraproline
gene:Smp_088090	2.42822095763984e-10	0.999999999757178	0.447127313863532	0.443577824533578	36.6717449545481	82.6851730355749	Protein phosphatase 1 regulatory subunit 21	Membrane-bound lytic murein transglycosylase D
gene:Smp_088270	0	1	4.57762552030923	4.58393293102601	1380.38355636729	301.127380746608	Carboxypeptidase A2	Procarboxypeptidase A PCPA
gene:Smp_088940	0	1	2.11848192692334	2.12281479613928	290.918586561959	137.038501400624	Zinc finger C2HC domain-containing protein 1A	Putative toxin VAPC6
gene:Smp_089670	5.86426129878248e-09	0.999999994135739	3.21658833681105	3.21711943061062	7128.55143562676	2215.81119948644	Alpha-1-macroglobulin	Alpha-2-macroglobulin
gene:Smp_090890	0	1	3.32117057349702	3.32429518171622	1311.07837288416	394.38589483365	Serine/threonine-protein kinase pim-1	Proto-oncogene serine/threonine-protein kinase PI
gene:Smp_091210	7.94329912956471e-09	0.999999992056701	0.129324070289141	0.127433851554206	31.1537839495731	244.538709542198	Hypothetical protein	Cupiennin-1A
gene:Smp_092020	0	1	0.455984402603038	0.455788164188836	670.818136016191	1471.78806042147	Hypothetical protein	UBC2, ubiquitin-conjugating enzyme RAD6
gene:Smp_092150	5.92674305991414e-05	0.999940732569401	0.441015268090694	0.434719594005944	20.4821640694957	47.1288093659645	Endopolygalacturonase I	VAM7P, vacuolar morphogenesis protein VAM7
gene:Smp_093980	0	1	14.8563995480799	15.0955875849245	464.272020898719	30.7461410436507	1-aminocyclopropane-1-carboxylate synthase-like protein 1	Putative P4-specific DNA primase
gene:Smp_094930	2.08233652543299e-10	0.999999999791766	0.369712742938296	0.36499699688223	25.8899131791701	70.9492500771368	Early growth response protein 3	QGSR zinc finger peptide
gene:Smp_095350	0.00187677551780174	0.998123224482198	0.0170871169539246	0.000321284078922968	0	31.115102848304	Protein TIS11	Tristetraproline
gene:Smp_095980	0	1	0.019657104917649	0.0176027012493219	4.44956442726041	253.335458977905	Extracellular superoxide dismutase (Cu Zn)	Superoxide dismutase [CU-ZN]
gene:Smp_096000	0.0139853059436365	0.986014694056364	0.417778254840489	0.415420424776431	54.4508815186202	131.088227892694	Adventurous-gliding motility protein Z	CT398
gene:Smp_096410	4.56475112020627e-06	0.99999543524888	0.456984967855688	0.456795578698725	695.333715047087	1522.21076454399	16 kDa calcium-binding protein	MLC1P, myosin light chain
gene:Smp_096520	0	1	2.01549562851156	2.02011676865585	235.671933754431	116.657480519579	Sialin	Glycerol-3-phosphate transporter
gene:Smp_098340	3.14449977167897e-09	0.9999999968555	0.427211899512011	0.42644583129761	169.272209095575	396.950637604252	Gamma-glutamylcyclotransferase	Gamma-glutamyl cyclotransferase
gene:Smp_099210	0	1	2.70127169256994	2.71360451024902	198.727040188154	73.227289898931	UPF0602 protein C4orf47	Mitoneet, CDGSH iron-sulfur domain-containing protein 1
gene:Smp_103790	0	1	2.33203858979997	2.33559339668286	464.63250229274	198.929808167231	Tubulin alpha-1 chain	Tubulin alpha-1B chain
gene:Smp_104210	8.78513973956441e-06	0.99999121486026	0.156043671483099	0.146334267905274	6.74296285075007	46.1375151884549	RHO G-protein coupled receptor	Rhodopsin
